
---------- Begin Simulation Statistics ----------
simSeconds                                   0.140542                       # Number of seconds simulated (Second)
simTicks                                 140541528036                       # Number of ticks simulated (Tick)
finalTick                                140541528036                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    517.27                       # Real time elapsed on the host (Second)
hostTickRate                                271699342                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8581684                       # Number of bytes of host memory used (Byte)
simInsts                                    201827288                       # Number of instructions simulated (Count)
simOps                                      212596054                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   390179                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     410997                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        295255312                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.457644                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.686039                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       297285623                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1188                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      272320901                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 185455                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             84690756                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          55133722                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 224                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           294989114                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.923156                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.174915                       # Number of insts issued each cycle (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.dcache.prefetcher   2051572028                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.l2cache.prefetcher  11566847992                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 2522668481036                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     28875.74                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     59569.33                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.dcache.prefetcher     72353.10                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l2cache.prefetcher     68036.28                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  14539792.17                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       157632                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data      1012544                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.dcache.prefetcher      1814720                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l2cache.prefetcher     10880640                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        13865536                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       157632                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       157632                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     11104064                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     11104064                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          2463                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data         15821                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.dcache.prefetcher        28355                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l2cache.prefetcher       170010                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           216649                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       173501                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          173501                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst         1121604                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data         7204589                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.dcache.prefetcher     12912340                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l2cache.prefetcher     77419394                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total           98657928                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst      1121604                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total        1121604                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     79009131                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          79009131                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     79009131                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst        1121604                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data        7204589                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.dcache.prefetcher     12912340                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l2cache.prefetcher     77419394                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         177667059                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                216644                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts               173479                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0         13583                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1         13663                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2         13662                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3         14210                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4         13936                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5         13179                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6         13798                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7         13476                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8         13336                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9         13043                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10        13048                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11        13854                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12        13915                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13        13775                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14        12925                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15        13241                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0         11022                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1         11002                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2         10912                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3         11538                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4         11088                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5         10425                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         11118                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7         10766                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8         10717                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         10387                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10        10327                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        11068                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        11120                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        11046                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14        10310                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15        10633                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat              10569912410                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat             1083220000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat         14631987410                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
